Etapa,Year,Month,Block
2890,2043,1,10
2891,2043,1,11
2892,2043,1,12
2893,2043,2,1
2894,2043,2,2
2895,2043,2,3
2896,2043,2,4
2897,2043,2,5
2898,2043,2,6
2899,2043,2,7
2900,2043,2,8
2901,2043,2,9
2902,2043,2,10
2903,2043,2,11
2904,2043,2,12
2905,2043,3,1
2906,2043,3,2
2907,2043,3,3
2908,2043,3,4
2909,2043,3,5
2910,2043,3,6
2911,2043,3,7
2912,2043,3,8
2913,2043,3,9
2914,2043,3,10
2915,2043,3,11
2916,2043,3,12
2917,2043,4,1
2918,2043,4,2
2919,2043,4,3
2920,2043,4,4
2921,2043,4,5
2922,2043,4,6
2923,2043,4,7
2924,2043,4,8
2925,2043,4,9
2926,2043,4,10
2927,2043,4,11
2928,2043,4,12
2929,2043,5,1
2930,2043,5,2
2931,2043,5,3
2932,2043,5,4
2933,2043,5,5
2934,2043,5,6
2935,2043,5,7
2936,2043,5,8
2937,2043,5,9
2938,2043,5,10
2939,2043,5,11
2940,2043,5,12
2941,2043,6,1
2942,2043,6,2
2943,2043,6,3
2944,2043,6,4
2945,2043,6,5
2946,2043,6,6
2947,2043,6,7
2948,2043,6,8
2949,2043,6,9
2950,2043,6,10
2951,2043,6,11
2952,2043,6,12
2953,2043,7,1
2954,2043,7,2
2955,2043,7,3
2956,2043,7,4
2957,2043,7,5
2958,2043,7,6
2959,2043,7,7
2960,2043,7,8
2961,2043,7,9
2962,2043,7,10
2963,2043,7,11
2964,2043,7,12
2965,2043,8,1
2966,2043,8,2
2967,2043,8,3
2968,2043,8,4
2969,2043,8,5
2970,2043,8,6
2971,2043,8,7
2972,2043,8,8
2973,2043,8,9
2974,2043,8,10
2975,2043,8,11
2976,2043,8,12
2977,2043,9,1
2978,2043,9,2
2979,2043,9,3
2980,2043,9,4
2981,2043,9,5
2982,2043,9,6
2983,2043,9,7
2984,2043,9,8
2985,2043,9,9
2986,2043,9,10
2987,2043,9,11
2988,2043,9,12
2989,2043,10,1
2990,2043,10,2
2991,2043,10,3
2992,2043,10,4
2993,2043,10,5
2994,2043,10,6
2995,2043,10,7
2996,2043,10,8
2997,2043,10,9
2998,2043,10,10
2999,2043,10,11
3000,2043,10,12
3001,2043,11,1
3002,2043,11,2
3003,2043,11,3
3004,2043,11,4
3005,2043,11,5
3006,2043,11,6
3007,2043,11,7
3008,2043,11,8
3009,2043,11,9
3010,2043,11,10
3011,2043,11,11
3012,2043,11,12
3013,2043,12,1
3014,2043,12,2
3015,2043,12,3
3016,2043,12,4
3017,2043,12,5
3018,2043,12,6
3019,2043,12,7
3020,2043,12,8
3021,2043,12,9
3022,2043,12,10
3023,2043,12,11
3024,2043,12,12
3025,2044,1,1
3026,2044,1,2
3027,2044,1,3
3028,2044,1,4
3029,2044,1,5
3030,2044,1,6
3031,2044,1,7
3032,2044,1,8
3033,2044,1,9
3034,2044,1,10
3035,2044,1,11
3036,2044,1,12
3037,2044,2,1
3038,2044,2,2
3039,2044,2,3
3040,2044,2,4
3041,2044,2,5
3042,2044,2,6
3043,2044,2,7
3044,2044,2,8
3045,2044,2,9
3046,2044,2,10
3047,2044,2,11
3048,2044,2,12
3049,2044,3,1
3050,2044,3,2
3051,2044,3,3
3052,2044,3,4
3053,2044,3,5
3054,2044,3,6
3055,2044,3,7
3056,2044,3,8
3057,2044,3,9
3058,2044,3,10
3059,2044,3,11
3060,2044,3,12
3061,2044,4,1
3062,2044,4,2
3063,2044,4,3
3064,2044,4,4
3065,2044,4,5
3066,2044,4,6
3067,2044,4,7
3068,2044,4,8
3069,2044,4,9
3070,2044,4,10
3071,2044,4,11
3072,2044,4,12
3073,2044,5,1
3074,2044,5,2
3075,2044,5,3
3076,2044,5,4
3077,2044,5,5
3078,2044,5,6
3079,2044,5,7
3080,2044,5,8
3081,2044,5,9
3082,2044,5,10
3083,2044,5,11
3084,2044,5,12
3085,2044,6,1
3086,2044,6,2
3087,2044,6,3
3088,2044,6,4
3089,2044,6,5
3090,2044,6,6
3091,2044,6,7
3092,2044,6,8
3093,2044,6,9
3094,2044,6,10
3095,2044,6,11
3096,2044,6,12
3097,2044,7,1
3098,2044,7,2
3099,2044,7,3
3100,2044,7,4
3101,2044,7,5
3102,2044,7,6
3103,2044,7,7
3104,2044,7,8
3105,2044,7,9
3106,2044,7,10
3107,2044,7,11
3108,2044,7,12
3109,2044,8,1
3110,2044,8,2
3111,2044,8,3
3112,2044,8,4
3113,2044,8,5
3114,2044,8,6
3115,2044,8,7
3116,2044,8,8
3117,2044,8,9
3118,2044,8,10
3119,2044,8,11
3120,2044,8,12
3121,2044,9,1
3122,2044,9,2
3123,2044,9,3
3124,2044,9,4
3125,2044,9,5
3126,2044,9,6
3127,2044,9,7
3128,2044,9,8
3129,2044,9,9
3130,2044,9,10
3131,2044,9,11
3132,2044,9,12
3133,2044,10,1
3134,2044,10,2
3135,2044,10,3
3136,2044,10,4
3137,2044,10,5
3138,2044,10,6
3139,2044,10,7
3140,2044,10,8
3141,2044,10,9
3142,2044,10,10
3143,2044,10,11
3144,2044,10,12
3145,2044,11,1
3146,2044,11,2
3147,2044,11,3
3148,2044,11,4
3149,2044,11,5
3150,2044,11,6
3151,2044,11,7
3152,2044,11,8
3153,2044,11,9
3154,2044,11,10
3155,2044,11,11
3156,2044,11,12
3157,2044,12,1
3158,2044,12,2
3159,2044,12,3
3160,2044,12,4
3161,2044,12,5
3162,2044,12,6
3163,2044,12,7
3164,2044,12,8
3165,2044,12,9
3166,2044,12,10
3167,2044,12,11
3168,2044,12,12
3169,2045,1,1
3170,2045,1,2
3171,2045,1,3
3172,2045,1,4
3173,2045,1,5
3174,2045,1,6
3175,2045,1,7
3176,2045,1,8
3177,2045,1,9
3178,2045,1,10
3179,2045,1,11
3180,2045,1,12
3181,2045,2,1
3182,2045,2,2
3183,2045,2,3
3184,2045,2,4
3185,2045,2,5
3186,2045,2,6
3187,2045,2,7
3188,2045,2,8
3189,2045,2,9
3190,2045,2,10
3191,2045,2,11
3192,2045,2,12
3193,2045,3,1
3194,2045,3,2
3195,2045,3,3
3196,2045,3,4
3197,2045,3,5
3198,2045,3,6
3199,2045,3,7
3200,2045,3,8
3201,2045,3,9
3202,2045,3,10
3203,2045,3,11
3204,2045,3,12
3205,2045,4,1
3206,2045,4,2
3207,2045,4,3
3208,2045,4,4
3209,2045,4,5
3210,2045,4,6
3211,2045,4,7
3212,2045,4,8
3213,2045,4,9
3214,2045,4,10
3215,2045,4,11
3216,2045,4,12
3217,2045,5,1
3218,2045,5,2
3219,2045,5,3
3220,2045,5,4
3221,2045,5,5
3222,2045,5,6
3223,2045,5,7
3224,2045,5,8
3225,2045,5,9
3226,2045,5,10
3227,2045,5,11
3228,2045,5,12
3229,2045,6,1
3230,2045,6,2
3231,2045,6,3
3232,2045,6,4
3233,2045,6,5
3234,2045,6,6
3235,2045,6,7
3236,2045,6,8
3237,2045,6,9
3238,2045,6,10
3239,2045,6,11
3240,2045,6,12
3241,2045,7,1
3242,2045,7,2
3243,2045,7,3
3244,2045,7,4
3245,2045,7,5
3246,2045,7,6
3247,2045,7,7
3248,2045,7,8
3249,2045,7,9
3250,2045,7,10
3251,2045,7,11
3252,2045,7,12
3253,2045,8,1
3254,2045,8,2
3255,2045,8,3
3256,2045,8,4
3257,2045,8,5
3258,2045,8,6
3259,2045,8,7
3260,2045,8,8
3261,2045,8,9
3262,2045,8,10
3263,2045,8,11
3264,2045,8,12
3265,2045,9,1
3266,2045,9,2
3267,2045,9,3
3268,2045,9,4
3269,2045,9,5
3270,2045,9,6
3271,2045,9,7
3272,2045,9,8
3273,2045,9,9
3274,2045,9,10
3275,2045,9,11
3276,2045,9,12
3277,2045,10,1
3278,2045,10,2
3279,2045,10,3
3280,2045,10,4
3281,2045,10,5
3282,2045,10,6
3283,2045,10,7
3284,2045,10,8
3285,2045,10,9
3286,2045,10,10
3287,2045,10,11
3288,2045,10,12
3289,2045,11,1
3290,2045,11,2
3291,2045,11,3
3292,2045,11,4
3293,2045,11,5
3294,2045,11,6
3295,2045,11,7
3296,2045,11,8
3297,2045,11,9
3298,2045,11,10
3299,2045,11,11
3300,2045,11,12
3301,2045,12,1
3302,2045,12,2
3303,2045,12,3
3304,2045,12,4
3305,2045,12,5
3306,2045,12,6
3307,2045,12,7
3308,2045,12,8
3309,2045,12,9
3310,2045,12,10
3311,2045,12,11
3312,2045,12,12
3313,2046,1,1
3314,2046,1,2
3315,2046,1,3
3316,2046,1,4
3317,2046,1,5
3318,2046,1,6
3319,2046,1,7
3320,2046,1,8
3321,2046,1,9
3322,2046,1,10
3323,2046,1,11
3324,2046,1,12
3325,2046,2,1
3326,2046,2,2
3327,2046,2,3
3328,2046,2,4
3329,2046,2,5
3330,2046,2,6
3331,2046,2,7
3332,2046,2,8
3333,2046,2,9
3334,2046,2,10
3335,2046,2,11
3336,2046,2,12
3337,2046,3,1
3338,2046,3,2
3339,2046,3,3
3340,2046,3,4
3341,2046,3,5
3342,2046,3,6
3343,2046,3,7
3344,2046,3,8
3345,2046,3,9
3346,2046,3,10
3347,2046,3,11
3348,2046,3,12
3349,2046,4,1
3350,2046,4,2
3351,2046,4,3
3352,2046,4,4
3353,2046,4,5
3354,2046,4,6
3355,2046,4,7
3356,2046,4,8
3357,2046,4,9
3358,2046,4,10
3359,2046,4,11
3360,2046,4,12
3361,2046,5,1
3362,2046,5,2
3363,2046,5,3
3364,2046,5,4
3365,2046,5,5
3366,2046,5,6
3367,2046,5,7
3368,2046,5,8
3369,2046,5,9
3370,2046,5,10
3371,2046,5,11
3372,2046,5,12
3373,2046,6,1
3374,2046,6,2
3375,2046,6,3
3376,2046,6,4
3377,2046,6,5
3378,2046,6,6
3379,2046,6,7
3380,2046,6,8
3381,2046,6,9
3382,2046,6,10
3383,2046,6,11
3384,2046,6,12
3385,2046,7,1
3386,2046,7,2
3387,2046,7,3
3388,2046,7,4
3389,2046,7,5
3390,2046,7,6
3391,2046,7,7
3392,2046,7,8
3393,2046,7,9
3394,2046,7,10
3395,2046,7,11
3396,2046,7,12
3397,2046,8,1
3398,2046,8,2
3399,2046,8,3
3400,2046,8,4
3401,2046,8,5
3402,2046,8,6
3403,2046,8,7
3404,2046,8,8
3405,2046,8,9
3406,2046,8,10
3407,2046,8,11
3408,2046,8,12
3409,2046,9,1
3410,2046,9,2
3411,2046,9,3
3412,2046,9,4
3413,2046,9,5
3414,2046,9,6
3415,2046,9,7
3416,2046,9,8
3417,2046,9,9
3418,2046,9,10
3419,2046,9,11
3420,2046,9,12
3421,2046,10,1
3422,2046,10,2
3423,2046,10,3
3424,2046,10,4
3425,2046,10,5
3426,2046,10,6
3427,2046,10,7
3428,2046,10,8
3429,2046,10,9
3430,2046,10,10
3431,2046,10,11
3432,2046,10,12
3433,2046,11,1
3434,2046,11,2
3435,2046,11,3
3436,2046,11,4
3437,2046,11,5
3438,2046,11,6
3439,2046,11,7
3440,2046,11,8
3441,2046,11,9
3442,2046,11,10
3443,2046,11,11
3444,2046,11,12
3445,2046,12,1
3446,2046,12,2
3447,2046,12,3
3448,2046,12,4
3449,2046,12,5
3450,2046,12,6
3451,2046,12,7
3452,2046,12,8
3453,2046,12,9
3454,2046,12,10
3455,2046,12,11
3456,2046,12,12
3457,2047,1,1
3458,2047,1,2
3459,2047,1,3
3460,2047,1,4
3461,2047,1,5
3462,2047,1,6
3463,2047,1,7
3464,2047,1,8
3465,2047,1,9
3466,2047,1,10
3467,2047,1,11
3468,2047,1,12
3469,2047,2,1
3470,2047,2,2
3471,2047,2,3
3472,2047,2,4
3473,2047,2,5
3474,2047,2,6
3475,2047,2,7
3476,2047,2,8
3477,2047,2,9
3478,2047,2,10
3479,2047,2,11
3480,2047,2,12
3481,2047,3,1
3482,2047,3,2
3483,2047,3,3
3484,2047,3,4
3485,2047,3,5
3486,2047,3,6
3487,2047,3,7
3488,2047,3,8
3489,2047,3,9
3490,2047,3,10
3491,2047,3,11
3492,2047,3,12
3493,2047,4,1
3494,2047,4,2
3495,2047,4,3
3496,2047,4,4
3497,2047,4,5
3498,2047,4,6
3499,2047,4,7
3500,2047,4,8
3501,2047,4,9
3502,2047,4,10
3503,2047,4,11
3504,2047,4,12
3505,2047,5,1
3506,2047,5,2
3507,2047,5,3
3508,2047,5,4
3509,2047,5,5
3510,2047,5,6
3511,2047,5,7
3512,2047,5,8
3513,2047,5,9
3514,2047,5,10
3515,2047,5,11
3516,2047,5,12
3517,2047,6,1
3518,2047,6,2
3519,2047,6,3
3520,2047,6,4
3521,2047,6,5
3522,2047,6,6
3523,2047,6,7
3524,2047,6,8
3525,2047,6,9
3526,2047,6,10
3527,2047,6,11
3528,2047,6,12
3529,2047,7,1
3530,2047,7,2
3531,2047,7,3
3532,2047,7,4
3533,2047,7,5
3534,2047,7,6
3535,2047,7,7
3536,2047,7,8
3537,2047,7,9
3538,2047,7,10
3539,2047,7,11
3540,2047,7,12
3541,2047,8,1
3542,2047,8,2
3543,2047,8,3
3544,2047,8,4
3545,2047,8,5
3546,2047,8,6
3547,2047,8,7
3548,2047,8,8
3549,2047,8,9
3550,2047,8,10
3551,2047,8,11
3552,2047,8,12
3553,2047,9,1
3554,2047,9,2
3555,2047,9,3
3556,2047,9,4
3557,2047,9,5
3558,2047,9,6
3559,2047,9,7
3560,2047,9,8
3561,2047,9,9
3562,2047,9,10
3563,2047,9,11
3564,2047,9,12
3565,2047,10,1
3566,2047,10,2
3567,2047,10,3
3568,2047,10,4
3569,2047,10,5
3570,2047,10,6
3571,2047,10,7
3572,2047,10,8
3573,2047,10,9
3574,2047,10,10
3575,2047,10,11
3576,2047,10,12
3577,2047,11,1
3578,2047,11,2
3579,2047,11,3
3580,2047,11,4
3581,2047,11,5
3582,2047,11,6
3583,2047,11,7
3584,2047,11,8
3585,2047,11,9
3586,2047,11,10
3587,2047,11,11
3588,2047,11,12
3589,2047,12,1
3590,2047,12,2
3591,2047,12,3
3592,2047,12,4
3593,2047,12,5
3594,2047,12,6
3595,2047,12,7
3596,2047,12,8
3597,2047,12,9
3598,2047,12,10
3599,2047,12,11
3600,2047,12,12
3601,2048,1,1
3602,2048,1,2
3603,2048,1,3
3604,2048,1,4
3605,2048,1,5
3606,2048,1,6
3607,2048,1,7
3608,2048,1,8
3609,2048,1,9
3610,2048,1,10
3611,2048,1,11
3612,2048,1,12
3613,2048,2,1
3614,2048,2,2
3615,2048,2,3
3616,2048,2,4
3617,2048,2,5
3618,2048,2,6
3619,2048,2,7
3620,2048,2,8
3621,2048,2,9
3622,2048,2,10
3623,2048,2,11
3624,2048,2,12
3625,2048,3,1
3626,2048,3,2
3627,2048,3,3
3628,2048,3,4
3629,2048,3,5
3630,2048,3,6
3631,2048,3,7
3632,2048,3,8
3633,2048,3,9
3634,2048,3,10
3635,2048,3,11
3636,2048,3,12
3637,2048,4,1
3638,2048,4,2
3639,2048,4,3
3640,2048,4,4
3641,2048,4,5
3642,2048,4,6
3643,2048,4,7
3644,2048,4,8
3645,2048,4,9
3646,2048,4,10
3647,2048,4,11
3648,2048,4,12
3649,2048,5,1
3650,2048,5,2
3651,2048,5,3
3652,2048,5,4
3653,2048,5,5
3654,2048,5,6
3655,2048,5,7
3656,2048,5,8
3657,2048,5,9
3658,2048,5,10
3659,2048,5,11
3660,2048,5,12
3661,2048,6,1
3662,2048,6,2
3663,2048,6,3
3664,2048,6,4
3665,2048,6,5
3666,2048,6,6
3667,2048,6,7
3668,2048,6,8
3669,2048,6,9
3670,2048,6,10
3671,2048,6,11
3672,2048,6,12
3673,2048,7,1
3674,2048,7,2
3675,2048,7,3
3676,2048,7,4
3677,2048,7,5
3678,2048,7,6
3679,2048,7,7
3680,2048,7,8
3681,2048,7,9
3682,2048,7,10
3683,2048,7,11
3684,2048,7,12
3685,2048,8,1
3686,2048,8,2
3687,2048,8,3
3688,2048,8,4
3689,2048,8,5
3690,2048,8,6
3691,2048,8,7
3692,2048,8,8
3693,2048,8,9
3694,2048,8,10
3695,2048,8,11
3696,2048,8,12
3697,2048,9,1
3698,2048,9,2
3699,2048,9,3
3700,2048,9,4
3701,2048,9,5
3702,2048,9,6
3703,2048,9,7
3704,2048,9,8
3705,2048,9,9
3706,2048,9,10
3707,2048,9,11
3708,2048,9,12
3709,2048,10,1
3710,2048,10,2
3711,2048,10,3
3712,2048,10,4
3713,2048,10,5
3714,2048,10,6
3715,2048,10,7
3716,2048,10,8
3717,2048,10,9
3718,2048,10,10
3719,2048,10,11
3720,2048,10,12
3721,2048,11,1
3722,2048,11,2
3723,2048,11,3
3724,2048,11,4
3725,2048,11,5
3726,2048,11,6
3727,2048,11,7
3728,2048,11,8
3729,2048,11,9
3730,2048,11,10
3731,2048,11,11
3732,2048,11,12
3733,2048,12,1
3734,2048,12,2
3735,2048,12,3
3736,2048,12,4
3737,2048,12,5
3738,2048,12,6
3739,2048,12,7
3740,2048,12,8
3741,2048,12,9
3742,2048,12,10
3743,2048,12,11
3744,2048,12,12
3745,2049,1,1
3746,2049,1,2
3747,2049,1,3
3748,2049,1,4
3749,2049,1,5
3750,2049,1,6
3751,2049,1,7
3752,2049,1,8
3753,2049,1,9
3754,2049,1,10
3755,2049,1,11
3756,2049,1,12
3757,2049,2,1
3758,2049,2,2
3759,2049,2,3
3760,2049,2,4
3761,2049,2,5
3762,2049,2,6
3763,2049,2,7
3764,2049,2,8
3765,2049,2,9
3766,2049,2,10
3767,2049,2,11
3768,2049,2,12
3769,2049,3,1
3770,2049,3,2
3771,2049,3,3
3772,2049,3,4
3773,2049,3,5
3774,2049,3,6
3775,2049,3,7
3776,2049,3,8
3777,2049,3,9
3778,2049,3,10
3779,2049,3,11
3780,2049,3,12
3781,2049,4,1
3782,2049,4,2
3783,2049,4,3
3784,2049,4,4
3785,2049,4,5
3786,2049,4,6
3787,2049,4,7
3788,2049,4,8
3789,2049,4,9
3790,2049,4,10
3791,2049,4,11
3792,2049,4,12
3793,2049,5,1
3794,2049,5,2
3795,2049,5,3
3796,2049,5,4
3797,2049,5,5
3798,2049,5,6
3799,2049,5,7
3800,2049,5,8
3801,2049,5,9
3802,2049,5,10
3803,2049,5,11
3804,2049,5,12
3805,2049,6,1
3806,2049,6,2
3807,2049,6,3
3808,2049,6,4
3809,2049,6,5
3810,2049,6,6
3811,2049,6,7
3812,2049,6,8
3813,2049,6,9
3814,2049,6,10
3815,2049,6,11
3816,2049,6,12
3817,2049,7,1
3818,2049,7,2
3819,2049,7,3
3820,2049,7,4
3821,2049,7,5
3822,2049,7,6
3823,2049,7,7
3824,2049,7,8
3825,2049,7,9
3826,2049,7,10
3827,2049,7,11
3828,2049,7,12
3829,2049,8,1
3830,2049,8,2
3831,2049,8,3
3832,2049,8,4
3833,2049,8,5
3834,2049,8,6
3835,2049,8,7
3836,2049,8,8
3837,2049,8,9
3838,2049,8,10
3839,2049,8,11
3840,2049,8,12
3841,2049,9,1
3842,2049,9,2
3843,2049,9,3
3844,2049,9,4
3845,2049,9,5
3846,2049,9,6
3847,2049,9,7
3848,2049,9,8
3849,2049,9,9
3850,2049,9,10
3851,2049,9,11
3852,2049,9,12
3853,2049,10,1
3854,2049,10,2
3855,2049,10,3
3856,2049,10,4
3857,2049,10,5
3858,2049,10,6
3859,2049,10,7
3860,2049,10,8
3861,2049,10,9
3862,2049,10,10
3863,2049,10,11
3864,2049,10,12
3865,2049,11,1
3866,2049,11,2
3867,2049,11,3
3868,2049,11,4
3869,2049,11,5
3870,2049,11,6
3871,2049,11,7
3872,2049,11,8
3873,2049,11,9
3874,2049,11,10
3875,2049,11,11
3876,2049,11,12
3877,2049,12,1
3878,2049,12,2
3879,2049,12,3
3880,2049,12,4
3881,2049,12,5
3882,2049,12,6
3883,2049,12,7
3884,2049,12,8
3885,2049,12,9
3886,2049,12,10
3887,2049,12,11
3888,2049,12,12
3889,2050,1,1
3890,2050,1,2
3891,2050,1,3
3892,2050,1,4
3893,2050,1,5
3894,2050,1,6
3895,2050,1,7
3896,2050,1,8
3897,2050,1,9
3898,2050,1,10
3899,2050,1,11
3900,2050,1,12
3901,2050,2,1
3902,2050,2,2
3903,2050,2,3
3904,2050,2,4
3905,2050,2,5
3906,2050,2,6
3907,2050,2,7
3908,2050,2,8
3909,2050,2,9
3910,2050,2,10
3911,2050,2,11
3912,2050,2,12
3913,2050,3,1
3914,2050,3,2
3915,2050,3,3
3916,2050,3,4
3917,2050,3,5
3918,2050,3,6
3919,2050,3,7
3920,2050,3,8
3921,2050,3,9
3922,2050,3,10
3923,2050,3,11
3924,2050,3,12
3925,2050,4,1
3926,2050,4,2
3927,2050,4,3
3928,2050,4,4
3929,2050,4,5
3930,2050,4,6
3931,2050,4,7
3932,2050,4,8
3933,2050,4,9
3934,2050,4,10
3935,2050,4,11
3936,2050,4,12
3937,2050,5,1
3938,2050,5,2
3939,2050,5,3
3940,2050,5,4
3941,2050,5,5
3942,2050,5,6
3943,2050,5,7
3944,2050,5,8
3945,2050,5,9
3946,2050,5,10
3947,2050,5,11
3948,2050,5,12
3949,2050,6,1
3950,2050,6,2
3951,2050,6,3
3952,2050,6,4
3953,2050,6,5
3954,2050,6,6
3955,2050,6,7
3956,2050,6,8
3957,2050,6,9
3958,2050,6,10
3959,2050,6,11
3960,2050,6,12
3961,2050,7,1
3962,2050,7,2
3963,2050,7,3
3964,2050,7,4
3965,2050,7,5
3966,2050,7,6
3967,2050,7,7
3968,2050,7,8
3969,2050,7,9
3970,2050,7,10
3971,2050,7,11
3972,2050,7,12
3973,2050,8,1
3974,2050,8,2
3975,2050,8,3
3976,2050,8,4
3977,2050,8,5
3978,2050,8,6
3979,2050,8,7
3980,2050,8,8
3981,2050,8,9
3982,2050,8,10
3983,2050,8,11
3984,2050,8,12
3985,2050,9,1
3986,2050,9,2
3987,2050,9,3
3988,2050,9,4
3989,2050,9,5
3990,2050,9,6
3991,2050,9,7
3992,2050,9,8
3993,2050,9,9
3994,2050,9,10
3995,2050,9,11
3996,2050,9,12
3997,2050,10,1
3998,2050,10,2
3999,2050,10,3
4000,2050,10,4
4001,2050,10,5
4002,2050,10,6
4003,2050,10,7
4004,2050,10,8
4005,2050,10,9
4006,2050,10,10
4007,2050,10,11
4008,2050,10,12
4009,2050,11,1
4010,2050,11,2
4011,2050,11,3
4012,2050,11,4
4013,2050,11,5
4014,2050,11,6
4015,2050,11,7
4016,2050,11,8
4017,2050,11,9
4018,2050,11,10
4019,2050,11,11
4020,2050,11,12
4021,2050,12,1
4022,2050,12,2
4023,2050,12,3
4024,2050,12,4
4025,2050,12,5
4026,2050,12,6
4027,2050,12,7
4028,2050,12,8
4029,2050,12,9
4030,2050,12,10
4031,2050,12,11
4032,2050,12,12
4033,2051,1,1
4034,2051,1,2
4035,2051,1,3
4036,2051,1,4
4037,2051,1,5
4038,2051,1,6
4039,2051,1,7
4040,2051,1,8
4041,2051,1,9
4042,2051,1,10
4043,2051,1,11
4044,2051,1,12
4045,2051,2,1
4046,2051,2,2
4047,2051,2,3
4048,2051,2,4
4049,2051,2,5
4050,2051,2,6
4051,2051,2,7
4052,2051,2,8
4053,2051,2,9
4054,2051,2,10
4055,2051,2,11
4056,2051,2,12
4057,2051,3,1
4058,2051,3,2
4059,2051,3,3
4060,2051,3,4
4061,2051,3,5
4062,2051,3,6
4063,2051,3,7
4064,2051,3,8
4065,2051,3,9
4066,2051,3,10
4067,2051,3,11
4068,2051,3,12
